Date,Year,Quarter,Month,Month_Name,Week,Day_of_Week,Day_Name,Stock_Symbol,Opening_Price,High_Price,Low_Price,Closing_Price,Trading_Volume,Volume_Category,Daily_Return_Pct,Return_Category,Price_Change,Moving_Avg_20Day,Moving_Avg_50Day,MA_Signal,Volatility_Pct,Daily_Price_Range,Cumulative_Return,Pct_of_52Week_High
2021-01-19,2021,1,1,January,3,1,Tuesday,AAPL,124.271461161756,125.17593327026415,123.45452914361996,124.3200912475586,90757300,Medium,0.5427186218236901,Small Gain,0.6710662841796875,125.77093575217508,125.77093575217508,Neutral,2.0457704923494022,1.7214041266441882,-0.0122089905570261,96.80423719852051
2021-01-20,2021,1,1,January,3,2,Wednesday,AAPL,125.12730680892926,128.85214592405728,125.02032655299224,128.40476989746094,104319500,High,3.2856142630787843,Large Gain,4.084678649902344,125.9904219309489,125.9904219309489,Neutral,2.1934229025211143,3.8318193710650377,0.020246011738642,99.98485102317971
2021-01-21,2021,1,1,January,3,3,Thursday,AAPL,130.1261500695179,135.83496806730977,129.92190967683482,133.11184692382812,120150900,High,3.6658116595871695,Large Gain,4.7070770263671875,126.53822385347806,126.53822385347806,Neutral,2.3178176809443087,5.913058390474959,0.0576463089934302,100.0
2021-01-22,2021,1,1,January,3,4,Friday,AAPL,132.53807846792435,136.01006199526975,131.31268037347158,135.25148010253906,114459400,High,1.6073950051457953,Small Gain,2.1396331787109375,127.16059929983956,127.16059929983956,Neutral,2.2405737491887745,4.697381621798172,0.0746468629362995,100.0
2021-01-25,2021,1,1,January,4,0,Monday,AAPL,139.14166359536782,141.1061887747769,132.7909473722159,138.9957733154297,157611700,High,2.7683935214993127,Large Gain,3.744293212890625,127.94961090087892,127.94961090087892,Neutral,2.2308223598524144,8.315241402561014,0.1043973170688237,100.0
2021-01-26,2021,1,1,January,4,1,Tuesday,AAPL,139.6571080834781,140.33788486135856,137.48832763704507,139.22918701171875,98390600,Medium,0.1679286288507331,Flat,0.2334136962890625,128.6545844078064,128.6545844078064,Neutral,2.154652384636512,2.849557224313486,0.1062519163404416,100.0
2021-01-27,2021,1,1,January,4,2,Wednesday,AAPL,139.4917564593141,140.33787848176394,136.55468894542827,138.1593780517578,140843800,High,-0.7683798080864279,Small Loss,-1.0698089599609375,129.21368991627412,129.21368991627412,Neutral,2.113586085085664,3.783189536335669,0.0977516999887124,99.23162019191358
2021-01-28,2021,1,1,January,4,3,Thursday,AAPL,135.68913749731348,138.09131872574878,132.94656044856208,133.3258514404297,142621100,High,-3.4985150334980286,Large Loss,-4.833526611328125,129.44214333428278,129.44214333428278,Neutral,2.2756962504603617,5.144758277186696,0.0593466917341272,95.75998704151581
2021-01-29,2021,1,1,January,4,4,Friday,AAPL,132.10041903740844,132.98543606950523,126.63473619885517,128.33668518066406,177523800,High,-3.742084678900248,Large Loss,-4.989166259765625,129.38396132619758,129.38396132619758,Neutral,2.410570776149196,6.350699870650061,0.0197050414863078,92.17656723791838
2021-02-01,2021,1,2,February,5,0,Monday,AAPL,130.07754195512933,131.66279076657688,127.33496534929878,130.4568328857422,106239800,High,1.6520199988752315,Small Gain,2.120147705078125,129.4376049041748,129.4376049041748,Neutral,2.368332527177896,4.327825417278092,0.0365507727012006,93.69934256296547
2021-02-02,2021,1,2,February,5,1,Tuesday,AAPL,132.00311883358094,132.56719496294366,130.91387656436356,131.283447265625,83305400,Medium,0.6336305746490023,Small Gain,0.8266143798828125,129.70894355773925,129.52550215948196,Bullish,2.307058759900768,1.6533183985800974,0.0431186753187959,94.29305024568953
2021-02-03,2021,1,2,February,5,2,Wednesday,AAPL,132.03230212283063,132.04203704071995,129.9413426709387,130.2622833251953,89880900,Medium,-0.7778314492028593,Small Loss,-1.0211639404296875,129.8514190673828,129.55899221246892,Bullish,2.305081608080592,2.100694369781252,0.0350049702096582,93.5596092464659
2021-02-04,2021,1,2,February,5,3,Thursday,AAPL,132.55750155942113,133.62728904915303,130.89444790890877,133.61756896972656,84183100,Medium,2.5757921317522747,Large Gain,3.35528564453125,130.37610549926757,129.73545207148013,Bullish,2.2109485440963463,2.732841140244261,0.0616645467955636,95.96951029993454
2021-02-05,2021,1,2,February,5,4,Friday,AAPL,133.77829722031976,133.8464691818489,132.32703847356598,133.20362854003906,75693800,Medium,-0.3097949116117271,Flat,-0.4139404296875,130.67002563476564,129.87995942433676,Bullish,2.1008818751910123,1.5194307082829257,0.0583755640512053,95.67220164032666
2021-02-08,2021,1,2,February,6,0,Monday,AAPL,132.49264094535826,133.39846472288602,131.411505066242,133.34976196289062,71297200,Medium,0.1097067883609748,Flat,0.1461334228515625,130.9163024902344,130.0187515258789,Bullish,2.095999869053688,1.986959656644018,0.0595366738913232,95.77716054010051
2021-02-09,2021,1,2,February,6,1,Tuesday,AAPL,133.06725182462114,134.29449558670797,132.3172860388913,132.47311401367188,76774200,Medium,-0.6574049599448961,Small Loss,-0.87664794921875,131.26803321838378,130.11315008310171,Bullish,2.021741083930631,1.9772095478166705,0.0525712272447265,95.1475167362155
2021-02-10,2021,1,2,February,6,2,Wednesday,AAPL,132.93094508769863,133.427692466588,130.90503200269077,131.86929321289062,73046600,Medium,-0.455806300981898,Flat,-0.60382080078125,131.59832534790038,130.17819242124204,Bullish,2.026530246924481,2.522660463897239,0.0477735412686226,94.71382835970402
2021-02-11,2021,1,2,February,6,3,Thursday,AAPL,132.36597838425936,132.84324151471785,130.29137814000228,131.6160125732422,64280000,Medium,-0.1920694602037032,Flat,-0.2532806396484375,131.81432304382324,130.22954314095634,Bullish,2.0035955411746063,2.551863374715566,0.0457610882837506,94.53191202083528
2021-02-12,2021,1,2,February,6,4,Friday,AAPL,130.85631242835694,132.0056200817279,130.21347177715296,131.8497772216797,60145100,Medium,0.1776111005546532,Flat,0.2337646484375,132.13829040527344,130.28541328167094,Bullish,1.9634133788847967,1.792148304574937,0.0476184760618236,94.69981119015085
2021-02-16,2021,1,2,February,7,1,Tuesday,AAPL,131.96664818421948,132.47311511495084,129.33684859330893,129.72645568847656,80576300,Medium,-1.6104096479686691,Small Loss,-2.123321533203125,132.44216194152833,130.26678136189778,Bullish,1.9745568555405613,3.1362665216419146,0.0307475270494217,93.17475629413656
2021-02-17,2021,1,2,February,7,2,Wednesday,AAPL,127.83693334950487,128.78171035064747,126.10322222332452,127.43759155273438,97918500,Medium,-1.7643772995992737,Small Loss,-2.2888641357421875,132.5980369567871,130.17551717450542,Bullish,2.0238672798693385,2.67848812732295,0.0125612516659807,91.53080204512585
2021-02-18,2021,1,2,February,7,3,Thursday,AAPL,125.84023543219844,126.61943492722637,124.09678975209331,126.33698272705078,96856700,Medium,-0.8636453437902203,Small Loss,-1.1006088256835938,132.4946475982666,130.05556297302246,Bullish,1.8932599177478555,2.52264517513305,0.0038163135629436,90.74030053512928
2021-02-19,2021,1,2,February,7,4,Friday,AAPL,126.85317866159306,127.31095773335568,125.45062277040476,126.49279022216795,87668800,Medium,0.1233269085219479,Flat,0.1558074951171733,132.1636947631836,129.9476001623905,Bullish,1.6795934142892928,1.8603349629509156,0.0050542891896998,90.85220774256278
2021-02-22,2021,1,2,February,8,0,Monday,AAPL,124.68116007602796,126.34669893995918,122.3338347574454,122.7234344482422,103916400,High,-2.9798977216846656,Large Loss,-3.769355773925753,131.53729248046875,129.73512470020967,Bullish,1.7264263333297214,4.0128641825137805,-0.024895300675558,88.14490487394193
2021-02-23,2021,1,2,February,8,1,Tuesday,AAPL,120.54170021925478,123.41498433079911,115.31134105569778,122.58708953857422,158273000,High,-0.1110993269386462,Flat,-0.13634490966798296,130.71685829162598,129.53089512416295,Bullish,1.5535028863035376,8.103643275101334,-0.0259786354334545,88.04697647789628
2021-02-24,2021,1,2,February,8,2,Wednesday,AAPL,121.69100535268277,122.29487783267318,119.05147832650884,122.09033966064452,111039900,High,-0.4052220179135535,Flat,-0.4967498779297017,129.85991592407223,129.3242130279541,Bullish,1.5435631415983588,3.2433995061643373,-0.0299255844618602,87.69019074310067
2021-02-25,2021,1,2,February,8,3,Thursday,AAPL,121.43776543888308,123.17147632846172,117.4054244574372,117.84371948242188,148199500,High,-3.4782605978706527,Large Loss,-4.246620178222642,128.84413299560546,129.0139294186154,Bearish,1.6689700592656789,5.766051871024516,-0.0636673006275473,84.64009739028579
2021-02-26,2021,1,2,February,8,4,Friday,AAPL,119.40210545733144,121.60333738053184,118.04825229910983,118.10669708251952,164560400,High,0.2231579258128224,Flat,0.26297760009764204,128.08317527770996,128.72689698871812,Bearish,1.5532252759897702,3.555085081422007,-0.0615777999969205,84.8289784760279
2021-03-01,2021,1,3,March,9,0,Monday,AAPL,120.53195302229754,124.60325484384612,119.5969181572381,124.4668960571289,116307900,High,5.385129828976254,Large Gain,6.360198974609389,127.8896858215332,128.61766619560046,Bearish,1.884660588835939,5.006336686608023,-0.0110425461828195,89.39712909955631
2021-03-02,2021,1,3,March,9,1,Tuesday,AAPL,125.07077161615514,125.37270785746594,121.75918527388905,121.86632537841795,102260900,High,-2.0893673427168302,Large Loss,-2.6005706787109517,127.460160446167,128.4488826751709,Bearish,1.883496998660579,3.613522583576895,-0.0317055002562395,87.52929467882379
2021-03-03,2021,1,3,March,9,2,Wednesday,AAPL,121.56437474382312,122.4409721711293,118.6716069492106,118.8858871459961,112966300,High,-2.445661853811576,Large Loss,-2.980438232421861,126.84028244018556,128.2156388817764,Bearish,1.9265185893814836,3.769365221918704,-0.0553867094690283,85.38862410795348
2021-03-04,2021,1,3,March,9,3,Thursday,AAPL,118.5839328681856,120.385822764378,115.53533012340596,117.0060577392578,178155000,High,-1.5812048442972904,Small Loss,-1.8798294067382955,126.17747116088869,127.9487440926688,Bearish,1.9414320544167845,4.85049264097205,-0.07032298057878,84.03845504707971
2021-03-05,2021,1,3,March,9,4,Friday,AAPL,117.83397451469976,118.76900926850234,114.51264641529036,118.26252746582033,153766600,High,1.0738501500174635,Small Gain,1.2564697265625284,125.40971908569335,127.72348324088163,Bearish,1.841984530109432,4.256362853211982,-0.0603396425110474,84.94090212267513
2021-03-08,2021,1,3,March,10,0,Monday,AAPL,117.7852730985796,117.85345248459532,113.18801326724598,113.33411407470705,154376600,High,-4.167349960060395,Large Loss,-4.928413391113281,124.41624336242675,127.39645212346858,Bearish,2.0055222659131333,4.665439217349345,-0.0994985780435666,81.40111747199089
2021-03-09,2021,1,3,March,10,1,Tuesday,AAPL,115.93471039799228,118.88591626698832,115.70095350378406,117.9411392211914,129525800,High,4.0649941847584525,Large Gain,4.607025146484361,123.6458122253418,127.18633405897351,Bearish,2.2753086249174284,3.184962763204254,-0.0628932476073704,84.7100681635557
2021-03-10,2021,1,3,March,10,2,Wednesday,AAPL,118.52551679323264,118.99303047984384,116.34376148572666,116.8599853515625,111943300,High,-0.9166893560365486,Small Loss,-1.0811538696289062,122.86515579223632,126.96184821750806,Bearish,2.2764651596260714,2.649268994117179,-0.0714836054612534,83.9335399852091
2021-03-11,2021,1,3,March,10,3,Thursday,AAPL,119.35342480023796,120.00600008566362,118.1067115889779,118.78850555419922,103026500,High,1.6502827694483635,Small Gain,1.9285202026367188,122.21111640930177,126.78794730977808,Bearish,2.331562780771969,1.899288496685713,-0.0561604593906772,85.31868073337306
2021-03-12,2021,1,3,March,10,4,Friday,AAPL,117.26907585524096,118.01904922400897,116.0613233493951,117.8826904296875,88105100,Medium,-0.7625444232046696,Small Loss,-0.9058151245117188,121.52445030212402,126.6024211247762,Bearish,2.3311467959244605,1.957725874613871,-0.0633576551715942,84.66808789148892
2021-03-15,2021,1,3,March,11,0,Monday,AAPL,118.25280599447676,120.77545095974142,117.28854502762586,120.76570892333984,92403800,Medium,2.44566736909686,Large Gain,2.8830184936523438,120.97024688720704,126.48330454923668,Bearish,2.4205211437826653,3.4869059321155618,-0.0404504989789822,86.73878768908932
2021-03-16,2021,1,3,March,11,1,Tuesday,AAPL,122.43122794234344,123.91170522216096,121.47671654048352,122.30461120605467,115227900,High,1.2742874582814645,Small Gain,1.5389022827148295,120.59915466308594,126.39973068237305,Bearish,2.431178892100433,2.434988681677438,-0.028223080031469,87.84408918207677
2021-03-17,2021,1,3,March,11,2,Wednesday,AAPL,120.82415767726631,122.58708734300563,119.158618654754,121.51569366455078,111932600,High,-0.6450431702650583,Small Loss,-0.788917541503892,120.30305976867676,126.31291107177736,Bearish,2.4076456787554603,3.428468688251641,-0.0344914606839381,87.27745688432624
2021-03-18,2021,1,3,March,11,3,Thursday,AAPL,119.68457136117529,119.97677300065472,117.19114511333716,117.39568328857422,121229700,High,-3.390517102548108,Large Loss,-4.1200103759765625,119.85599479675292,126.11256927490234,Bearish,2.5079478167541827,2.78562788731756,-0.0672271928360116,84.31829978199411
2021-03-19,2021,1,3,March,11,4,Friday,AAPL,116.78206442899136,118.27227638684158,116.56778422545804,116.86972045898438,185549500,High,-0.4480256980973984,Flat,-0.5259628295898438,119.37484130859374,125.9874868774414,Bearish,2.5056861053135515,1.704492161383541,-0.0714062547169708,83.94053213077197
2021-03-22,2021,1,3,March,12,0,Monday,AAPL,117.20088850037816,120.64883370339138,117.13270910784668,120.18131256103516,111912300,High,2.8335757876763124,Large Gain,3.3115921020507812,119.2477352142334,125.84460861206054,Bearish,2.523533552991239,3.516124595544696,-0.0450938471847542,86.31905072527618
2021-03-23,2021,1,3,March,12,1,Tuesday,AAPL,120.1228815031776,121.0092136525593,118.96382433837393,119.35342407226562,95467100,Medium,-0.6888662397900536,Small Loss,-0.8278884887695312,119.08605194091795,125.66319259643556,Bearish,2.5272787901552234,2.045389314185371,-0.0516718732931765,85.7244279263225
2021-03-24,2021,1,3,March,12,2,Wednesday,AAPL,119.62613612617308,119.70405755554832,116.94764829711929,116.96712493896484,88530500,Medium,-1.999355403374048,Small Loss,-2.3862991333007812,118.82989120483398,125.49376510620117,Bearish,2.562196237445313,2.7564092584290307,-0.0706323229362053,84.01049194456608
2021-03-25,2021,1,3,March,12,3,Thursday,AAPL,116.43142597838931,118.4962991670475,115.90546750304252,117.45411682128906,98844700,Medium,0.4163493653266625,Flat,0.48699188232421875,118.81041107177734,125.33757843017578,Bearish,2.443842695601397,2.5908316640049804,-0.0667629065111991,84.36026909458509
2021-03-26,2021,1,3,March,12,4,Friday,AAPL,117.2203467467882,118.32096632192952,115.82753300565,118.0579833984375,94071200,Medium,0.5141297670027578,Small Gain,0.6038665771484375,118.80797538757324,125.15281692504882,Bearish,2.446033330207168,2.4934333162795213,-0.0619648568168618,84.79399034952398
2021-03-29,2021,1,3,March,13,0,Monday,AAPL,118.48655542775975,119.3923715504468,117.59048134086396,118.23331451416016,80819200,Medium,0.1485127144099429,Flat,0.17533111572265625,118.4962963104248,125.01007461547852,Bearish,2.0976683509454097,1.8018902095828369,-0.0605717553636013,84.91992020624856
2021-03-30,2021,1,3,March,13,1,Tuesday,AAPL,116.98661215897457,117.26907177481124,115.76911765846988,116.78207397460938,85671900,Medium,-1.2274379226482557,Small Loss,-1.4512405395507812,118.24208374023438,124.87273559570312,Bearish,2.066197432836281,1.4999541163413568,-0.0721026538943373,83.87758090175443
2021-03-31,2021,1,3,March,13,2,Wednesday,AAPL,118.4865815437807,120.30794879540358,117.99958368082312,118.97357940673828,118323800,High,1.876576907347416,Small Gain,2.1915054321289062,118.24646835327148,124.76580535888672,Bearish,2.0440539002307268,2.308365114580454,-0.0546899465734289,85.45160821539841
2021-04-01,2021,2,4,April,13,3,Thursday,AAPL,120.44428559619276,120.95075998024409,119.30470522783452,119.80144500732422,75089100,Medium,0.6958398702586743,Small Gain,0.8278656005859375,118.3862377166748,124.59373886108398,Bearish,2.013146473114122,1.6460547524095688,-0.0481121023241233,86.04621457513838
2021-04-05,2021,2,4,April,14,0,Monday,AAPL,120.64882037232358,122.87927086868106,119.86962103149284,122.62602996826172,88651200,Medium,2.357721946312763,Large Gain,2.8245849609375,118.60441284179689,124.38402252197264,Bearish,2.064395662911755,3.0096498371882205,-0.025669232456324,88.0749450601478
2021-04-06,2021,2,4,April,14,1,Tuesday,AAPL,123.2104304723134,123.82404496077191,122.38253578537844,122.92797088623048,80171300,Medium,0.2462290576045855,Flat,0.3019409179687642,119.08410568237304,124.13755233764648,Bearish,1.7905173549916622,1.4415091753934774,-0.0232701469894497,88.29181116735515
2021-04-07,2021,2,4,April,14,2,Wednesday,AAPL,122.55786509964642,124.59351228641088,121.88580577435263,124.57403564453124,83466700,Medium,1.339048181169589,Small Gain,1.6460647583007528,119.41575050354004,123.84911758422852,Bearish,1.5913033008971913,2.707706512058252,-0.0101912636577715,89.47408105891331
2021-04-08,2021,2,4,April,14,3,Thursday,AAPL,125.59670985066153,126.9992656715053,125.17789894243262,126.97004699707033,88844600,Medium,1.923363355889052,Small Gain,2.396011352539091,119.92125358581544,123.60393478393554,Bearish,1.604991443217972,1.821366729072679,0.0088463548704234,91.19499274701892
2021-04-09,2021,2,4,April,14,4,Friday,AAPL,126.42459968145572,129.58033511074808,126.1031794318075,129.5413818359375,106686700,High,2.0251507341148667,Large Gain,2.5713348388671733,120.45889739990234,123.43157485961916,Bearish,1.6221144391920044,3.4771556789405764,0.0292770142321727,93.04182881211118
2021-04-12,2021,2,4,April,15,0,Monday,AAPL,129.07389975073812,129.39532007888374,127.23304868008104,127.82718658447266,91420000,Medium,-1.3232800416131507,Small Loss,-1.7141952514648438,120.9561222076416,123.3216015625,Bearish,1.6487431102067864,2.1622713988027016,0.0156567969299266,91.81062486108864
2021-04-13,2021,2,4,April,15,1,Tuesday,AAPL,128.99597765783932,131.15824904554103,128.49923039780398,130.93421936035156,91266500,Medium,2.430650989745176,Large Gain,3.1070327758789062,121.46454772949218,123.37355224609377,Bearish,1.647774603120474,2.6590186477370423,0.0403438689169179,94.04222072296594
2021-04-14,2021,2,4,April,15,2,Wednesday,AAPL,131.43098018165665,131.48941754486856,128.2362755221187,128.59664916992188,87222800,Medium,-1.785301200747469,Small Loss,-2.3375701904296875,121.77914962768554,123.33634857177736,Bearish,1.7051158660764174,3.25314202274987,0.0217705973332416,92.36328382718924
2021-04-15,2021,2,4,April,15,3,Thursday,AAPL,130.34010100083557,131.48940869866695,130.16477406100063,131.00241088867188,89347100,Medium,1.8707810306714423,Small Gain,2.40576171875,122.2534854888916,123.33072784423828,Bearish,1.727106469655341,1.3246346376663212,0.0408856878451302,94.0911986203335
2021-04-16,2021,2,4,April,15,4,Friday,AAPL,130.8076081751269,131.16798178060714,129.81412853121648,130.67124938964844,84922400,Medium,-0.2527903851363922,Flat,-0.3311614990234375,122.91726379394532,123.33890716552736,Bearish,1.492064790289821,1.353853249390653,0.0382544289059969,93.85334511696172
2021-04-19,2021,2,4,April,16,0,Monday,AAPL,130.03812614844625,131.94716375459052,129.8725487066976,131.3335418701172,94264200,Medium,0.5068387143784436,Small Gain,0.66229248046875,123.64045486450196,123.29322662353516,Bullish,1.4736922612645085,2.0746150478929337,0.0435167043054414,94.32903020475369
2021-04-20,2021,2,4,April,16,1,Tuesday,AAPL,131.50891027779352,132.00564275979164,128.38237738217003,129.64857482910156,94812300,Medium,-1.2829677910323745,Small Loss,-1.684967041015625,124.11381797790528,123.2221255493164,Bullish,1.4315070953441351,3.623265377621607,0.0301287210951599,93.11881912963351
2021-04-21,2021,2,4,April,16,2,Wednesday,AAPL,128.9180574819885,130.2719107638584,127.88562452974152,130.02841186523438,68847100,Medium,0.2929743243483385,Flat,0.3798370361328125,124.6475673675537,123.15569854736329,Bullish,1.4092395193166949,2.3862862341168665,0.0331467337557067,93.3916333608197
2021-04-22,2021,2,4,April,16,3,Thursday,AAPL,129.58038910212525,130.66152498796075,127.99278612277816,128.50900268554688,84566500,Medium,-1.168520908539794,Small Loss,-1.5194091796875,125.22466125488282,123.07641632080076,Bullish,1.3443404815263762,2.66873886518259,0.0210741981558753,92.30033259817169
2021-04-23,2021,2,4,April,16,4,Friday,AAPL,128.72326849315886,131.60628729046172,128.72326849315886,130.8271026611328,78657500,Medium,1.8038424757354845,Small Gain,2.3180999755859375,125.893310546875,123.05557250976562,Bullish,1.3762934420725663,2.883018797302867,0.0394927682509864,93.96528520282263
2021-04-26,2021,2,4,April,17,0,Monday,AAPL,131.3237996328013,131.54781441014728,130.0868213316481,131.21665954589844,66905100,Medium,0.2977646656095789,Flat,0.389556884765625,126.55124435424804,123.04758544921874,Bullish,1.3774365499286385,1.4609930784991718,0.0425880104164047,94.2450806200959
2021-04-27,2021,2,4,April,17,1,Tuesday,AAPL,131.49912083847275,131.88872793710226,130.62253087504087,130.89524841308594,66015800,Medium,-0.2449468946434163,Flat,-0.3214111328125,127.18434104919432,123.02849487304688,Bullish,1.3860859805445325,1.2661970620613945,0.0400342234609651,94.0142302217628
2021-04-28,2021,2,4,April,17,2,Wednesday,AAPL,130.8173358098676,131.5088791677975,129.61932548257246,130.1063232421875,107760100,High,-0.6027149040648938,Small Loss,-0.7889251708984375,127.85055351257324,123.03609222412108,Bullish,1.3512575332648151,1.8895536852250243,0.0337657821887904,93.44759244427435
2021-04-29,2021,2,4,April,17,3,Thursday,AAPL,132.92116293750138,133.5055661641117,129.0056969879915,130.0089111328125,151101000,High,-0.0748711568719584,Flat,-0.097412109375,128.40232009887694,123.08751861572266,Bullish,1.320556368562336,4.4998691761202,0.0329917897883191,93.37762715074233
2021-04-30,2021,2,4,April,17,4,Friday,AAPL,128.3531289693404,130.08683981317637,127.66160046998598,128.0414581298828,109839500,High,-1.5133216529440885,Small Loss,-1.9674530029296875,128.81432075500487,123.1216081237793,Bullish,1.3897329758264814,2.425239343190384,0.0173593013603179,91.96452330006476
2021-05-03,2021,2,5,May,18,0,Monday,AAPL,128.60632513321372,130.58354914625434,128.4017944552361,129.09332275390625,75135100,Medium,0.8215031595129485,Small Gain,1.0518646240234375,129.1376853942871,123.17361877441408,Bullish,1.3128004436388596,2.181754691018256,0.0257169401645918,92.7200147646058
2021-05-04,2021,2,5,May,18,1,Tuesday,AAPL,127.77849424860072,128.0706959218244,123.405248342605,124.5253448486328,137564700,High,-3.5385082727954043,Large Loss,-4.567977905273452,129.21755409240723,123.20965698242188,Bullish,1.5643921934282414,4.665447579219404,-0.0105781386185961,89.4391093716231
2021-05-05,2021,2,5,May,18,2,Wednesday,AAPL,125.84021547722772,127.05770985077288,124.64220517501704,124.76882934570312,84000900,Medium,0.1955300725055675,Flat,0.2434844970703267,129.22729377746583,123.25329177856446,Bullish,1.5364567513242426,2.415504675755841,-0.0086435213356511,89.61398972702575
2021-05-06,2021,2,5,May,18,3,Thursday,AAPL,124.56429033642048,126.37592265450228,123.82405163749549,126.3661880493164,78128300,Medium,1.280254621278365,Small Gain,1.5973587036132812,129.1971008300781,123.33880874633788,Bullish,1.5008216567339667,2.551871017006789,0.0040483657957917,90.76127697181792
2021-05-07,2021,2,5,May,18,4,Friday,AAPL,127.66379062246624,128.0637957522919,126.3271401858517,127.03937530517578,78973300,Medium,0.5327273586797299,Small Gain,0.673187255859375,129.07200050354004,123.52272186279296,Bullish,1.429555551480812,1.7366555664401917,0.0093972061347626,91.24478712533389
2021-05-10,2021,2,5,May,19,0,Monday,AAPL,126.25885342470616,126.38567778466182,123.72215780429455,123.7611846923828,88071200,Medium,-2.580452402979838,Large Loss,-3.278190612792983,128.86870040893555,123.63581161499025,Bullish,1.5120052923355265,2.663519980367269,-0.0166498083265531,88.89025882336436
2021-05-11,2021,2,5,May,19,1,Tuesday,AAPL,120.492788250042,123.19533577203656,119.7805603965293,122.84410858154295,126142800,High,-0.7410046317181784,Small Loss,-0.9170761108398438,128.4641948699951,123.60335586547852,Bullish,1.3882958261509757,3.4147753755072614,-0.0239364787928629,88.23157788833697
2021-05-12,2021,2,5,May,19,2,Wednesday,AAPL,120.3952046955428,121.60500854306753,119.27320577012672,119.7805404663086,112172300,High,-2.493866535895606,Large Loss,-3.063568115234361,128.02338943481445,123.56164016723632,Bullish,1.436164270555235,2.3318027729408044,-0.0482782003173321,86.03120009328707
2021-05-13,2021,2,5,May,19,3,Thursday,AAPL,121.5464761686261,123.0782463378904,121.23426847309511,121.9269790649414,105861300,High,1.791976050764732,Small Gain,2.1464385986328125,127.56961784362792,123.62246200561523,Bullish,1.4298605747980908,1.843977864795292,-0.0312235735971115,87.57285859514425
2021-05-14,2021,2,5,May,19,4,Friday,AAPL,123.17581868284024,124.7758841676664,122.7855571745272,124.34659576416016,81918000,Medium,1.984480151788226,Small Gain,2.41961669921875,127.25338516235352,123.76927276611327,Bullish,1.5222734911472453,1.990326993139206,-0.011998397699943,89.31072459231845
